YEAR,PLAYER,SALARY
2009,Wilson Chandler,"$1,173,480"
2009,Kyle Lowry,"$1,163,520"
2009,Rudy Fernandez,"$1,084,080"
2009,Morris Almond,"$1,081,440"
2009,Ime Udoka,"$1,080,000"
2009,Jordan Farmar,"$1,080,000"
2009,Aaron Brooks,"$1,045,560"
2009,Maurice Ager,"$1,042,440"
2009,Nicolas Batum,"$1,040,640"
2009,Mardy Collins,"$1,034,760"
2009,Arron Afflalo,"$1,015,440"
2009,George Hill,"$1,006,200"
2009,Alando Tucker,"$1,001,880"
2009,Loren Woods,"$998,581"
2009,Melvin Ely,"$998,398"
2009,Devin Brown,"$998,398"
2009,Darrell Arthur,"$977,160"
2009,Ryan Hollins,"$972,581"
2009,Chris Quinn,"$972,581"
2009,D.J. White,"$964,080"
2009,J.R. Giddens,"$957,120"
2009,Chris Richard,"$886,517"
2009,Didier Ilunga-Mbenga,"$880,658"
2009,Yakhouba Diawara,"$875,000"
2009,Sergio Rodriguez,"$874,000"
2009,Royal Ivey,"$854,957"
2009,Josh Powell,"$854,957"
2009,Shaun Livingston,"$854,957"
2009,Ian Mahinmi,"$841,000"
2009,Stephen Graham,"$826,269"
2009,Salim Stoudamire,"$826,269"
2009,Brandon Bass,"$826,269"
2009,Joey Dorsey,"$816,500"
2009,Kyrylo Fesenko,"$810,000"
2009,Donte Greene,"$809,300"
2009,Kyle Weaver,"$806,452"
2009,Luke Jackson,"$797,581"
2009,Jason Williams,"$797,581"
2009,Leon Powe,"$797,581"
2009,Ryan Bowen,"$797,581"
2009,Sean Marks,"$797,581"
2009,Patrick O'Bryant,"$797,581"
2009,Jamaal Magloire,"$797,581"
2009,Dan Dickau,"$797,581"
2009,Randolph Morris,"$797,581"
2009,Luc Mbah a Moute,"$757,000"
2009,Ramon Sessions,"$722,517"
2009,Lindsey Hunter,"$722,515"
2009,Thomas Gardner,"$711,517"
2009,Darryl Watkins,"$711,517"
2009,Dominic McGuire,"$711,517"
2009,Demetris Nichols,"$711,517"
2009,Jamario Moon,"$711,517"
2009,Anthony Tolliver,"$711,517"
2009,Hassan Adams,"$711,517"
2009,Aaron Gray,"$711,517"
2009,D.J. Strawberry,"$711,517"
2009,Will Bynum,"$711,517"
2009,Mario Chalmers,"$700,000"
2009,Dwayne Jones II,"$670,906"
2009,Blake Ahearn,"$631,995"
2009,Antonio McDyess,"$600,532"
2009,Jeremy Richardson,"$591,148"
2009,Juwan Howard,"$586,457"
2009,Jake Voskuhl,"$577,073"
2009,DeAndre Jordan,"$550,000"
2009,Henry Walker,"$542,114"
2009,Dikembe Mutombo,"$502,007"
2009,Mike Taylor,"$500,000"
2009,Fred Jones,"$459,782"
2009,Darius Miles,"$450,399"
2009,Darnell Jackson,"$450,000"
2009,Sonny Weems,"$442,114"
2009,Sean Singletary,"$442,114"
2009,Steven Hill,"$442,114"
2009,Brandon Heath,"$442,114"
2009,Taj McCullough,"$442,114"
2009,Dion Dowell,"$442,114"
2009,Dwayne Mitchell,"$442,114"
2010,Kobe Bryant,"$23,034,375"
2010,Jermaine O'Neal,"$23,016,000"
2010,Tracy McGrady,"$22,843,124"
2010,Tim Duncan,"$22,183,220"
2010,Shaquille O'Neal,"$21,000,000"
2010,Dirk Nowitzki,"$19,795,714"
2010,Paul Pierce,"$19,795,712"
2010,Ray Allen,"$18,776,860"
2010,Rashard Lewis,"$18,010,791"
2010,Michael Redd,"$17,040,000"
2010,Pau Gasol,"$16,452,000"
2010,Andrei Kirilenko,"$16,452,000"
2010,Kevin Garnett,"$16,417,044"
2010,Amar'e Stoudemire,"$16,378,325"
2010,Yao Ming,"$16,378,325"
2010,Gilbert Arenas,"$16,192,080"
2010,Vince Carter,"$16,123,250"
2010,Zach Randolph,"$16,000,000"
2010,Kenyon Martin,"$15,852,511"
2010,Chris Bosh,"$15,779,912"
2010,Carmelo Anthony,"$15,779,912"
2010,Dwyane Wade,"$15,779,912"
2010,Dwight Howard,"$15,202,590"
2010,Joe Johnson,"$14,976,754"
2010,Elton Brand,"$14,858,472"
2010,Richard Jefferson,"$14,200,000"
2010,Chris Paul,"$13,520,500"
2010,Deron Williams,"$13,520,500"
2010,Peja Stojakovic,"$13,392,000"
2010,Jason Richardson,"$13,333,332"
2010,Steve Nash,"$13,125,000"
2010,Tony Parker,"$12,600,000"
2010,Andrew Bynum,"$12,500,000"
2010,Carlos Boozer,"$12,323,900"
2010,Brad Miller,"$12,250,000"
2010,Andre Iguodala,"$12,200,000"
2010,Erick Dampier,"$12,115,500"
2010,Baron Davis,"$12,100,000"
2010,Chauncey Billups,"$12,100,000"
2010,Samuel Dalembert,"$12,025,694"
2010,Al Jefferson,"$12,000,000"
2010,Tyson Chandler,"$11,700,000"
2010,Antawn Jamison,"$11,641,095"
2010,Richard Hamilton,"$11,375,000"
2010,Bobby Simmons,"$11,242,666"
2010,Troy Murphy,"$11,047,619"
2010,Monta Ellis,"$11,000,000"
2010,Josh Howard,"$10,890,000"
2010,Josh Smith,"$10,800,000"
2010,Emeka Okafor,"$10,797,500"
2010,Manu Ginobili,"$10,728,130"
2010,Nene Hilario,"$10,520,000"
2010,Eddy Curry,"$10,500,423"
2010,Chris Kaman,"$10,400,000"
2010,Luol Deng,"$10,365,000"
2010,Tayshaun Prince,"$10,324,380"
2010,Danny Granger,"$10,130,500"
2010,Al Harrington,"$10,026,875"
2010,Ben Gordon,"$10,000,000"
2010,Andrew Bogut,"$10,000,000"
2010,Mike Dunleavy,"$9,780,992"
2010,Caron Butler,"$9,780,970"
2010,Mike Miller,"$9,780,937"
2010,Kevin Martin,"$9,680,170"
2010,Cuttino Mobley,"$9,500,000"
2010,Gerald Wallace,"$9,500,000"
2010,Kirk Hinrich,"$9,500,000"
2010,Jamal Crawford,"$9,360,000"
2010,Marcus Camby,"$9,150,000"
2010,Jason Terry,"$9,075,000"
2010,David West,"$9,075,000"
2010,Andris Biedrins,"$9,000,000"
2010,Boris Diaw,"$9,000,000"
2010,Hedo Turkoglu,"$9,000,000"
2010,Corey Maggette,"$8,937,931"
2010,Mo Williams,"$8,860,000"
2010,Kenny Thomas,"$8,775,000"
2010,Quentin Richardson,"$8,700,000"
2010,T.J. Ford,"$8,500,000"
2010,Devin Harris,"$8,400,000"
2010,Jose Calderon,"$8,219,009"
2010,Jason Kidd,"$8,100,000"
2010,Jameer Nelson,"$8,100,000"
2010,Mark Blount,"$7,967,375"
2010,Etan Thomas,"$7,906,088"
2010,Paul Millsap,"$7,692,932"
2010,Stephen Jackson,"$7,650,000"
2010,Darko Milicic,"$7,540,000"
2010,Andres Nocioni,"$7,500,000"
2010,Marvin Williams,"$7,500,000"
2010,Lamar Odom,"$7,500,000"
2010,Marko Jaric,"$7,100,000"
2010,Udonis Haslem,"$7,100,000"
2010,David Lee,"$7,000,000"
2010,Shane Battier,"$6,939,200"
2010,Joel Przybilla,"$6,857,725"
2010,Dan Gadzuric,"$6,749,260"
2010,Andre Miller,"$6,730,800"
2010,Shawn Marion,"$6,635,068"
2010,Tony Battie,"$6,606,600"
2010,Antonio Daniels,"$6,600,000"
2010,Leandro Barbosa,"$6,600,000"
2010,Jerome James,"$6,600,000"
2010,Andrea Bargnani,"$6,527,491"
2010,Luke Ridnour,"$6,500,000"
2010,Charlie Villanueva,"$6,500,000"
2010,Jared Jeffries,"$6,466,600"
2010,Nazr Mohammed,"$6,466,600"
2010,Mike James,"$6,466,600"
2010,John Salmons,"$6,429,151"
2010,Anderson Varejao,"$6,363,636"
2010,Nick Collison,"$6,250,000"
2010,Mike Bibby,"$6,217,617"
2010,Jason Kapono,"$6,212,960"
2010,J.R. Smith,"$6,171,426"
2010,Jeff Foster,"$6,077,500"
2010,Chris Duhon,"$6,031,800"
2010,DeSagana Diop,"$6,031,800"
2010,Brendan Haywood,"$6,000,000"
2010,Rasheed Wallace,"$5,854,000"
2010,Metta World Peace,"$5,854,000"
2010,Marcin Gortat,"$5,854,000"
2010,Trevor Ariza,"$5,854,000"
2010,LaMarcus Aldridge,"$5,844,827"
2010,Morris Peterson,"$5,800,000"
2010,Francisco Garcia,"$5,800,000"
2010,Raymond Felton,"$5,501,196"
2010,Greg Oden,"$5,361,240"
2010,Mickael Pietrus,"$5,300,000"
2010,Adam Morrison,"$5,257,229"
2010,Raja Bell,"$5,250,000"
2010,Speedy Claxton,"$5,209,454"
2010,Derrick Rose,"$5,184,480"
2010,Kyle Korver,"$5,163,636"
2010,Nenad Krstic,"$5,160,832"
2010,Derek Fisher,"$5,048,000"
2010,Sasha Vujacic,"$5,000,000"
2010,Jason Maxiell,"$5,000,000"
2010,Jarrett Jack,"$5,000,000"
2010,Nate Robinson,"$5,000,000"
2010,Blake Griffin,"$4,983,480"
2010,Louis Williams,"$4,972,500"
2010,Reggie Evans,"$4,960,000"
2010,Luke Walton,"$4,840,000"
2010,Kevin Durant,"$4,796,880"
2010,Zaza Pachulia,"$4,750,000"
2010,Tyrus Thomas,"$4,743,598"
2010,Matt Carroll,"$4,700,000"
2010,Michael Beasley,"$4,638,600"
2010,Drew Gooden,"$4,580,735"
2010,Marcus Banks,"$4,553,793"
2010,Darius Songaila,"$4,526,000"
2010,Antonio McDyess,"$4,500,000"
2010,Kendrick Perkins,"$4,500,000"
2010,Hasheem Thabeet,"$4,458,840"
2010,Trenton Hassell,"$4,350,000"
2010,Martell Webster,"$4,344,000"
2010,James Jones,"$4,330,000"
2010,Al Horford,"$4,307,640"
2010,Delonte West,"$4,254,250"
2010,O.J. Mayo,"$4,165,560"
2010,Ronny Turiaf,"$4,140,000"
2010,Bruce Bowen,"$4,100,000"
2010,Daniel Gibson,"$4,088,500"
2010,Greg Buckner,"$4,080,915"
2010,James Harden,"$4,004,160"
2010,Kwame Brown,"$4,000,000"
2010,Brandon Bass,"$4,000,000"
2010,Steve Blake,"$4,000,000"
2010,Rasual Butler,"$3,945,000"
2010,Amir Johnson,"$3,941,667"
2010,Brandon Roy,"$3,910,816"
2010,Ryan Gomes,"$3,892,500"
2010,DeShawn Stevenson,"$3,883,929"
2010,Mike Conley,"$3,883,800"
2010,Kurt Thomas,"$3,800,000"
2010,Roger Mason Jr.,"$3,780,000"
2010,Russell Westbrook,"$3,755,640"
2010,C.J. Miles,"$3,700,000"
2010,Steven Hunter,"$3,696,000"
2010,Willie Green,"$3,682,000"
2010,Ramon Sessions,"$3,670,667"
2010,Chris Andersen,"$3,650,000"
2010,Damien Wilkins,"$3,630,000"
2010,Tyreke Evans,"$3,610,080"
2010,Charlie Bell,"$3,602,960"
2010,Travis Outlaw,"$3,600,000"
2010,Randy Foye,"$3,575,761"
2010,Keyon Dooling,"$3,564,000"
2010,Jeff Green,"$3,516,960"
2010,Carlos Delfino,"$3,500,000"
2010,Brian Cook,"$3,500,000"
2010,Brian Scalabrine,"$3,413,793"
2010,Kevin Love,"$3,401,040"
2010,Marc Gasol,"$3,333,333"
2010,Luis Scola,"$3,284,667"
2010,Rudy Gay,"$3,280,997"
2010,Matt Bonner,"$3,256,500"
2010,Yi Jianlian,"$3,194,400"
2010,Kelenna Azubuike,"$3,100,000"
2010,Danilo Gallinari,"$3,089,040"
2010,Glen Davis,"$3,000,004"
2010,Eduardo Najera,"$3,000,000"
2010,Jamario Moon,"$3,000,000"
2010,Andray Blatche,"$3,000,000"
2010,Hakim Warrick,"$3,000,000"
2010,Chris Wilcox,"$3,000,000"
2010,Jonny Flynn,"$2,969,280"
2010,Corey Brewer,"$2,916,120"
2010,Kris Humphries,"$2,900,000"
2010,Dorell Wright,"$2,887,165"
2010,Eddie House,"$2,862,000"
2010,Mark Madsen,"$2,840,000"
2010,J.J. Redick,"$2,839,408"
2010,Eric Gordon,"$2,819,880"
2010,Hilton Armstrong,"$2,801,198"
2010,Earl Watson,"$2,800,000"
2010,Thabo Sefolosha,"$2,759,628"
2010,Ronnie Brewer,"$2,717,161"
2010,Stephen Curry,"$2,710,560"
2010,Brandan Wright,"$2,671,440"
2010,Anthony Parker,"$2,644,231"
2010,Joe Alexander,"$2,583,360"
2010,Maurice Evans,"$2,500,000"
2010,Tony Allen,"$2,500,000"
2010,Michael Finley,"$2,500,000"
2010,Jordan Hill,"$2,483,280"
2010,Joakim Noah,"$2,455,680"
2010,Shawne Williams,"$2,416,067"
2010,Ricky Davis,"$2,400,000"
2010,D.J. Augustin,"$2,374,680"
2010,Spencer Hawes,"$2,332,800"
2010,David Andersen,"$2,314,815"
2010,Craig Smith,"$2,300,000"
2010,DeMar DeRozan,"$2,282,640"
2010,Brook Lopez,"$2,255,880"
2010,Acie Law,"$2,216,160"
2010,Ryan Hollins,"$2,183,333"
2010,Brandon Jennings,"$2,168,520"
2010,Chuck Hayes,"$2,147,750"
2010,Jerryd Bayless,"$2,143,080"
2010,Renaldo Balkman,"$2,112,417"
2010,Thaddeus Young,"$2,105,400"
2010,Ersan Ilyasova,"$2,100,000"
2010,Rajon Rondo,"$2,094,923"
2010,Jarvis Hayes,"$2,062,800"
2010,Anthony Johnson,"$2,062,800"
2010,Brent Barry,"$2,062,800"
2010,Terrence Williams,"$2,060,040"
2010,Josh Boone,"$2,056,968"
2010,Jason Thompson,"$2,035,920"
2010,Kyle Lowry,"$2,034,996"
2010,Julian Wright,"$2,000,040"
2010,Jannero Pargo,"$1,990,000"
2010,Fabricio Oberto,"$1,990,000"
2010,Ronald Murray,"$1,990,000"
2010,Channing Frye,"$1,990,000"
2010,Gerald Henderson,"$1,957,080"
2010,Jordan Farmar,"$1,947,240"
2010,Brandon Rush,"$1,934,160"
2010,Al Thornton,"$1,900,200"
2010,Mardy Collins,"$1,867,742"
2010,Tyler Hansbrough,"$1,859,160"
2010,Anthony Randolph,"$1,837,560"
2010,Goran Dragic,"$1,836,000"
2010,Rodney Stuckey,"$1,805,040"
2010,Antoine Wright,"$1,800,000"
2010,Earl Clark,"$1,766,280"
2010,Robin Lopez,"$1,745,520"
2010,Nick Young,"$1,714,800"
2010,Francisco Elson,"$1,700,000"
2010,Austin Daye,"$1,677,840"
2010,Marreese Speights,"$1,658,280"
2010,J.J. Barea,"$1,657,500"
2010,Sean Williams,"$1,629,120"
2010,Hamed Haddadi,"$1,627,779"
2010,Solomon Jones,"$1,620,000"
2010,Matt Barnes,"$1,600,000"
2010,Devean George,"$1,600,000"
2010,James Johnson,"$1,594,080"
2010,Sergio Rodriguez,"$1,576,696"
2010,Roy Hibbert,"$1,575,360"
2010,Marco Belinelli,"$1,547,640"
2010,Oleksiy Pecherov,"$1,547,640"
2010,Jrue Holiday,"$1,514,280"
2010,Sasha Pavlovic,"$1,500,000"
2010,JaVale McGee,"$1,496,640"
2010,Javaris Crittenton,"$1,477,920"
2010,Ty Lawson,"$1,438,680"
2010,JJ Hickson,"$1,429,200"
2010,Jason Smith,"$1,418,880"
2010,Jeff Teague,"$1,373,880"
2010,Alexis Ajinca,"$1,372,080"
2010,Daequan Cook,"$1,362,120"
2010,Roko-Leni Ukic,"$1,350,000"
2010,Eric Maynor,"$1,318,920"
2010,Ryan Anderson,"$1,317,120"
2010,Jared Dudley,"$1,307,640"
2010,Malik Allen,"$1,300,000"
2010,Darren Collison,"$1,266,120"
2010,Courtney Lee,"$1,264,440"
2010,Wilson Chandler,"$1,255,440"
2010,Ronnie Price,"$1,250,000"
2010,Kosta Koufos,"$1,214,040"
2010,Omri Casspi,"$1,167,000"
2010,Rudy Fernandez,"$1,165,320"
2010,Serge Ibaka,"$1,120,200"
2010,Byron Mullens,"$1,120,200"
2010,Nicolas Batum,"$1,118,760"
2010,Aaron Brooks,"$1,118,520"
2010,Devin Brown,"$1,107,572"
2010,Arron Afflalo,"$1,086,240"
2010,George Hill,"$1,081,680"
2010,Rodrigue Beaubois,"$1,075,440"
2010,Alando Tucker,"$1,071,720"
2010,Darrell Arthur,"$1,050,480"
2010,Chris Quinn,"$1,050,387"
2010,Royal Ivey,"$1,050,000"
2010,Taj Gibson,"$1,039,800"
2010,D.J. White,"$1,036,440"
2010,Quinton Ross,"$1,033,342"
2010,Steve Novak,"$1,031,000"
2010,James Singleton,"$1,030,189"
2010,J.R. Giddens,"$1,028,880"
2010,DeMarre Carroll,"$1,009,680"
2010,Wayne Ellington,"$1,003,560"
2010,C.J. Watson,"$1,000,497"
2010,Aaron Gray,"$1,000,497"
2010,Toney Douglas,"$996,240"
2010,Ian Mahinmi,"$989,670"
2010,Didier Ilunga-Mbenga,"$959,111"
2010,Josh Powell,"$959,111"
2010,Yakhouba Diawara,"$945,000"
2010,Zydrunas Ilgauskas,"$925,000"
2010,Salim Stoudamire,"$884,881"
2010,Kyle Weaver,"$870,968"
2010,Kyrylo Fesenko,"$870,000"
2010,Donte Greene,"$870,000"
2010,Mouhamed Sene,"$855,189"
2010,Patrick O'Bryant,"$855,189"
2010,Anthony Roberson,"$855,189"
2010,Quincy Douby,"$855,189"
2010,Leon Powe,"$855,189"
2010,Randolph Morris,"$855,189"
2010,DeJuan Blair,"$850,000"
2010,Ike Diogu,"$825,497"
2010,James White,"$825,497"
2010,Sean Marks,"$825,497"
2010,Keith Bogans,"$825,497"
2010,Marcus Williams,"$825,497"
2010,Brian Skinner,"$825,497"
2010,Jason Williams,"$825,497"
2010,Paul Davis,"$825,497"
2010,Desmond Mason,"$825,497"
2010,Luther Head,"$825,497"
2010,Will Bynum,"$825,497"
2010,Sean May,"$825,479"
2010,Sam Young,"$824,200"
2010,Ime Udoka,"$786,650"
2010,Mario Chalmers,"$756,000"
2010,Earl Boykins,"$752,659"
2010,Jamaal Tinsley,"$738,091"
2010,Sun Yue,"$736,420"
2010,Dontell Jefferson,"$736,420"
2010,Sonny Weems,"$736,420"
2010,Mike Taylor,"$736,420"
2010,Henry Walker,"$736,420"
2010,Malik Hairston,"$736,420"
2010,Nathan Jawai,"$736,420"
2010,Joe Crawford,"$736,420"
2010,Darnell Jackson,"$736,420"
2010,Bobby Brown,"$736,420"
2010,Othello Hunter,"$736,420"
2010,Chase Budinger,"$725,000"
2010,Jermaine Taylor,"$725,000"
2010,Mike Wilks,"$679,821"
2010,Allen Iverson,"$650,686"
2010,Jodie Meeks,"$650,000"
2010,Chris Hunter,"$632,455"
2010,Jonathan Bender,"$597,271"
2010,Rafer Alston,"$475,875"
2010,DaJuan Summers,"$457,588"
2010,Lester Hudson,"$457,588"
2010,Jeff Ayres,"$457,588"
2010,Derrick Byars,"$457,588"
2010,Danny Green,"$457,588"
2010,Derrick Brown,"$457,588"
2010,Trey Gilder,"$457,588"
2010,A.J. Price,"$457,588"
2010,Jon Brockman,"$457,588"
2010,Jonas Jerebko,"$457,588"
2010,Mario West,"$451,595"
2010,Anthony Tolliver,"$427,316"
2010,Jerry Stackhouse,"$422,460"
2010,Sundiata Gaines,"$269,169"
2010,Shaun Livingston,"$228,226"
2010,Travis Diener,"$208,802"
2010,Chris Richard,"$186,271"
2010,Larry Hughes,"$160,244"
2010,Reggie Williams,"$118,435"
2011,Kobe Bryant,"$24,806,250"
2011,Rashard Lewis,"$19,573,711"
2011,Tim Duncan,"$18,835,381"
2011,Kevin Garnett,"$18,832,044"
2011,Michael Redd,"$18,300,000"
2011,Pau Gasol,"$17,823,000"
2011,Andrei Kirilenko,"$17,823,000"
2011,Gilbert Arenas,"$17,730,694"
2011,Yao Ming,"$17,686,100"
2011,Zach Randolph,"$17,666,666"
2011,Vince Carter,"$17,522,375"
2011,Dirk Nowitzki,"$17,278,618"
2011,Carmelo Anthony,"$17,149,243"
2011,Dwight Howard,"$16,647,180"
2011,Kenyon Martin,"$16,545,454"
2011,Amar'e Stoudemire,"$16,486,611"
2011,Joe Johnson,"$16,324,500"
2011,Elton Brand,"$15,959,099"
2011,Chris Paul,"$14,940,153"
2011,Deron Williams,"$14,940,153"
2011,Chris Bosh,"$14,500,000"
2011,LeBron James,"$14,500,000"
2011,Jason Richardson,"$14,444,443"
2011,Carlos Boozer,"$14,400,000"
2011,Dwyane Wade,"$14,200,000"
2011,Baron Davis,"$14,000,000"
2011,Paul Pierce,"$13,876,321"
2011,Andrew Bynum,"$13,700,000"
2011,Rudy Gay,"$13,603,750"
2011,Brandon Roy,"$13,603,750"
2011,Tony Parker,"$13,500,000"
2011,Samuel Dalembert,"$13,428,129"
2011,Antawn Jamison,"$13,358,905"
2011,Nick Collison,"$13,270,000"
2011,Chauncey Billups,"$13,150,000"
2011,Al Jefferson,"$13,000,000"
2011,Tyson Chandler,"$12,600,000"
2011,Richard Hamilton,"$12,500,000"
2011,Andre Iguodala,"$12,345,250"
2011,Manu Ginobili,"$11,854,584"
2011,Chris Kaman,"$11,800,000"
2011,Marcus Camby,"$11,749,832"
2011,Josh Smith,"$11,700,000"
2011,Eddy Curry,"$11,530,592"
2011,Emeka Okafor,"$11,495,000"
2011,Nene Hilario,"$11,360,000"
2011,Luol Deng,"$11,345,000"
2011,LaMarcus Aldridge,"$11,244,000"
2011,Tayshaun Prince,"$11,148,760"
2011,Monta Ellis,"$11,000,000"
2011,Andrew Bogut,"$11,000,000"
2011,Danny Granger,"$10,973,202"
2011,David Lee,"$10,800,000"
2011,Ben Gordon,"$10,800,000"
2011,Kevin Martin,"$10,600,005"
2011,Mike Dunleavy,"$10,561,984"
2011,Caron Butler,"$10,561,960"
2011,Gerald Wallace,"$10,500,000"
2011,Steve Nash,"$10,310,938"
2011,Hedo Turkoglu,"$10,215,850"
2011,Ray Allen,"$10,000,000"
2011,Mehmet Okur,"$9,945,000"
2011,Jason Terry,"$9,873,000"
2011,Corey Maggette,"$9,600,000"
2011,Cuttino Mobley,"$9,500,000"
2011,Mo Williams,"$9,300,000"
2011,Kirk Hinrich,"$9,100,000"
2011,Rajon Rondo,"$9,090,911"
2011,Andris Biedrins,"$9,000,000"
2011,Boris Diaw,"$9,000,000"
2011,Jose Calderon,"$9,000,000"
2011,Devin Harris,"$8,981,000"
2011,Jason Kidd,"$8,610,500"
2011,Andrea Bargnani,"$8,500,000"
2011,T.J. Ford,"$8,500,000"
2011,Stephen Jackson,"$8,453,250"
2011,Richard Jefferson,"$8,400,000"
2011,David West,"$8,287,500"
2011,Lamar Odom,"$8,200,000"
2011,John Salmons,"$8,000,000"
2011,Mark Blount,"$7,967,375"
2011,Jameer Nelson,"$7,800,000"
2011,Luis Scola,"$7,775,378"
2011,Joel Przybilla,"$7,725,470"
2011,Paul Millsap,"$7,600,000"
2011,Shane Battier,"$7,354,500"
2011,Anderson Varejao,"$7,281,818"
2011,Andre Miller,"$7,269,264"
2011,Marvin Williams,"$7,262,500"
2011,J.J. Redick,"$7,250,000"
2011,Dan Gadzuric,"$7,248,325"
2011,James Posey,"$7,148,800"
2011,Leandro Barbosa,"$7,100,000"
2011,Marko Jaric,"$7,100,000"
2011,Shawn Marion,"$7,055,500"
2011,Charlie Villanueva,"$7,020,000"
2011,Travis Outlaw,"$7,000,000"
2011,Raymond Felton,"$7,000,000"
2011,Brendan Haywood,"$6,900,000"
2011,Nazr Mohammed,"$6,883,800"
2011,Vladimir Radmanovic,"$6,883,800"
2011,Andres Nocioni,"$6,850,000"
2011,Greg Oden,"$6,760,524"
2011,J.R. Smith,"$6,757,851"
2011,Kendrick Perkins,"$6,696,720"
2011,Morris Peterson,"$6,665,000"
2011,Jeff Foster,"$6,655,000"
2011,Jason Kapono,"$6,641,440"
2011,Tyrus Thomas,"$6,611,570"
2011,Jerome James,"$6,600,000"
2011,Josh Childress,"$6,500,000"
2011,Beno Udrih,"$6,478,600"
2011,DeSagana Diop,"$6,478,600"
2011,Mike James,"$6,466,600"
2011,Rasheed Wallace,"$6,322,320"
2011,Marcin Gortat,"$6,322,320"
2011,Trevor Ariza,"$6,322,320"
2011,Kevin Durant,"$6,053,663"
2011,Andray Blatche,"$5,904,152"
2011,Al Harrington,"$5,765,000"
2011,Drew Gooden,"$5,765,000"
2011,Jermaine O'Neal,"$5,765,000"
2011,Wesley Matthews,"$5,765,000"
2011,Kyle Lowry,"$5,750,000"
2011,Derrick Rose,"$5,546,160"
2011,Nenad Krstic,"$5,543,116"
2011,Francisco Garcia,"$5,500,000"
2011,Sasha Vujacic,"$5,475,113"
2011,Al Horford,"$5,444,857"
2011,Blake Griffin,"$5,357,280"
2011,Mickael Pietrus,"$5,300,000"
2011,Luke Walton,"$5,260,000"
2011,Speedy Claxton,"$5,209,454"
2011,Channing Frye,"$5,200,000"
2011,John Wall,"$5,144,280"
2011,Reggie Evans,"$5,080,000"
2011,Jason Maxiell,"$5,000,000"
2011,Amir Johnson,"$5,000,000"
2011,Linas Kleiza,"$4,995,000"
2011,Michael Beasley,"$4,962,240"
2011,Mike Conley,"$4,913,077"
2011,Antonio McDyess,"$4,860,000"
2011,Marcus Banks,"$4,847,586"
2011,Darius Songaila,"$4,818,000"
2011,Martell Webster,"$4,800,000"
2011,Hasheem Thabeet,"$4,793,280"
2011,Ronnie Brewer,"$4,790,000"
2011,Evan Turner,"$4,602,720"
2011,Jarrett Jack,"$4,600,000"
2011,Chris Andersen,"$4,533,300"
2011,O.J. Mayo,"$4,456,200"
2011,Jeff Green,"$4,455,988"
2011,Charlie Bell,"$4,447,792"
2011,Brad Miller,"$4,400,000"
2011,Darko Milicic,"$4,325,000"
2011,James Harden,"$4,304,520"
2011,Matt Carroll,"$4,300,000"
2011,Nikola Pekovic,"$4,275,000"
2011,Zaza Pachulia,"$4,251,250"
2011,Hakim Warrick,"$4,250,000"
2011,Randy Foye,"$4,250,000"
2011,Nate Robinson,"$4,200,000"
2011,DeShawn Stevenson,"$4,151,786"
2011,Derrick Favors,"$4,133,280"
2011,Bruce Bowen,"$4,100,000"
2011,Greg Buckner,"$4,080,915"
2011,Yi Jianlian,"$4,050,499"
2011,Russell Westbrook,"$4,017,720"
2011,Daniel Gibson,"$4,015,334"
2011,Brandon Bass,"$4,000,000"
2011,Steve Blake,"$4,000,000"
2011,Luke Ridnour,"$4,000,000"
2011,Ryan Gomes,"$4,000,000"
2011,Willie Green,"$3,976,000"
2011,Ramon Sessions,"$3,964,320"
2011,Tyreke Evans,"$3,880,920"
2011,Corey Brewer,"$3,875,000"
2011,Jordan Farmar,"$3,750,000"
2011,Wesley Johnson,"$3,726,600"
2011,Derek Fisher,"$3,700,000"
2011,C.J. Miles,"$3,700,000"
2011,Kevin Love,"$3,638,280"
2011,C.J. Watson,"$3,600,000"
2011,Marc Gasol,"$3,573,333"
2011,Timofey Mozgov,"$3,567,096"
2011,Dorell Wright,"$3,540,000"
2011,Carlos Delfino,"$3,500,000"
2011,Udonis Haslem,"$3,500,000"
2011,Shaun Livingston,"$3,500,000"
2011,Tiago Splitter,"$3,400,000"
2011,Brandan Wright,"$3,398,072"
2011,DeMarcus Cousins,"$3,374,640"
2011,Danilo Gallinari,"$3,304,560"
2011,Joel Anthony,"$3,300,000"
2011,Kelenna Azubuike,"$3,300,000"
2011,Will Bynum,"$3,250,000"
2011,Thabo Sefolosha,"$3,250,000"
2011,Johan Petro,"$3,250,000"
2011,Grant Hill,"$3,240,000"
2011,Kris Humphries,"$3,200,000"
2011,Jonny Flynn,"$3,192,000"
2011,Joakim Noah,"$3,128,536"
2011,Ekpe Udoh,"$3,065,040"
2011,Matt Bonner,"$3,050,000"
2011,Eric Gordon,"$3,016,680"
2011,Glen Davis,"$3,000,004"
2011,Josh Howard,"$3,000,000"
2011,Eduardo Najera,"$3,000,000"
2011,Jamario Moon,"$3,000,000"
2011,Tony Allen,"$3,000,000"
2011,Chris Wilcox,"$3,000,000"
2011,Spencer Hawes,"$2,974,320"
2011,Stephen Curry,"$2,913,840"
2011,Thaddeus Young,"$2,901,241"
2011,Julian Wright,"$2,858,057"
2011,Anthony Parker,"$2,855,769"
2011,Mark Madsen,"$2,840,000"
2011,Greg Monroe,"$2,798,040"
2011,Rodney Stuckey,"$2,767,126"
2011,Sebastian Telfair,"$2,700,000"
