YEAR,PLAYER,GP,MPG,TS,AST,TO,USG,ORR,DRR,REBR,PER,VA,EWA
2008,Robert Archibald,12,6,0.34,7.9,18.5,19.6,9,17,13.3,3.12,-4.5,-0.2
2008,Damone Brown,5,23,0.363,6.3,12.6,16.1,3,12.4,7.4,2.3,-7.9,-0.3
2008,Antonio Harvey,4,8,0.4,0,37.5,10,4,17.1,10.7,1.84,-2.1,-0.1
2008,Ruben Wolkowyski,7,3.4,0.434,12.9,12.9,11.9,0,4.8,2.4,1.76,-1.6,-0.1
2008,Bruno Sundov,26,5.3,0.281,9.6,12.3,19.8,6,16.9,11.5,1.62,-9.3,-0.3
2008,Mark Bryant,16,6.3,0.313,12.6,22,5.9,0,25.9,12.6,0.2,-7.9,-0.3
2008,Cezary Trybanski,15,5.7,0.287,3,24,15,8,10.3,9.2,-1.1,-7.5,-0.3
2008,Mateen Cleaves,12,4.6,0.323,20.5,28.7,29.2,2,13,7.8,-1.26,-5,-0.2
2008,Antoine Rigaudeau,11,8.3,0.243,12.8,12.8,18.6,5,4.8,4.8,-1.33,-8.2,-0.3
2008,Alton Ford,11,2.8,0.339,7.5,15,16.2,0,22.1,10.9,-1.71,-2.8,-0.1
2008,Chris Dudley,3,3.7,0,0,0,3.7,22,0,11,-3.13,-1.1,0
2008,A.J. Guyton,2,4.5,0,28.6,14.3,24.2,0,0,0,-6.61,-1.2,0
2008,Mengke Bateer,12,3.8,0.252,14.3,21.5,22.2,5,19.2,12.6,-7.29,-6.1,-0.2
2008,Kirk Haston,12,4.8,0.16,10.4,24.3,19.1,0,14.4,7.1,-7.92,-8,-0.3
2008,Brandon Williams,6,3.2,0.143,0,30,21,12,0,6,-9.48,-2.9,-0.1
2008,Don Reid,1,10,0.129,0,0,16.3,0,0,0,-16.69,-2.1,-0.1
2008,Donny Marshall,3,2,0,0,25,26.5,0,57.1,28.6,-17.42,-1.3,0
2008,Paul Shirley,2,2.5,0,0,0,32,0,21.9,11.4,-23.84,-1.3,0
2009,Tracy McGrady,75,39.4,0.564,15,7.1,32.6,5,14.6,9.5,31.01,452,15.1
2009,Shaquille O'Neal,67,37.8,0.602,10.7,10.1,27.8,11,21.6,16.5,29.43,356.2,11.9
2009,Chris Crawford,5,7.6,0.726,5.1,10.2,19.8,9,11.5,10.5,27.4,4.8,0.2
2009,Kobe Bryant,82,41.5,0.55,16,9.6,31.1,3,15.3,9.3,27.07,420.6,14
2009,Kevin Garnett,82,40.5,0.553,20.4,9.4,25,9,28.5,18.8,26.46,370.8,12.4
2009,Tim Duncan,81,39.3,0.564,14.1,11.1,25.7,10,27.3,19,26.46,355,11.8
2009,Dirk Nowitzki,80,39,0.581,11.3,7.2,24.8,3,25.1,14,25.94,336,11.2
2009,Steve Nash,82,33.1,0.576,29.1,9.4,24,3,7,4.8,23.51,253.1,8.4
2009,Paul Pierce,79,39.2,0.532,13.6,11.2,30.1,4,17.7,10.6,23.49,300,10
2009,Sam Cassell,78,34.6,0.565,22.7,8.9,25.2,2,12.4,7.4,23.08,243.4,8.1
2009,Jason Kidd,80,37.4,0.526,29.3,12.2,26,4,15.1,9.6,22.62,259.3,8.6
2009,Vince Carter,43,34.2,0.532,13.7,7.1,26.3,4,10.4,7.3,22.48,131.5,4.4
2009,Ray Allen,76,37.9,0.565,16.3,9.7,25.4,3.8,11.8,7.8,22.19,251.1,8.4
2009,Allen Iverson,82,42.5,0.5,15.1,9.5,30.9,2,9.5,5.8,22.14,302.8,10.1
2009,Gary Payton,80,40.1,0.504,26.8,7.6,24.2,2.9,9.4,6.1,21.94,262,8.7
2009,Karl Malone,81,36.2,0.534,17.6,9.8,26.4,5,20.5,13,21.71,223.8,7.5
2009,Chris Webber,67,39.1,0.485,16.8,9.9,28,7,21.1,14.4,21.48,212.9,7.1
2009,Michael Redd,82,28.2,0.59,9.4,6,20.3,5,13.9,9.4,21.33,187.1,6.2
2009,Jermaine O'Neal,77,37.2,0.539,8.5,9.9,23.8,8,22.8,15.6,21.16,206.5,6.9
2009,Steve Francis,81,41,0.541,21.1,12.6,25.2,6,11.5,8.7,21.12,250.6,8.4
2009,Chauncey Billups,74,31.4,0.582,19.8,9.2,22.8,2,12.2,7,21.1,175.3,5.8
2009,Elton Brand,62,39.6,0.543,11.4,11.7,20.6,13,19.3,16.2,21.09,175.6,5.9
2009,Shawn Marion,81,41.6,0.538,10.2,8,21.4,7,19.4,13,21.05,240.4,8
2009,Stephon Marbury,81,40,0.52,24.7,9.9,27.2,2,7.4,4.6,21.03,242.6,8.1
2009,Grant Hill,29,29.1,0.568,21.2,14.6,22.9,5,23.2,14,21.02,66.2,2.2
2009,Chris Owens,1,6,0.667,0,25,26.2,19,0,9.4,20.97,0.5,0
2009,John Stockton,82,27.7,0.577,39.9,11.5,20.8,3,7.7,5.4,20.68,167.7,5.6
2009,Pau Gasol,82,36,0.57,12.7,11.8,22,7,19.9,13.7,20.66,201.6,6.7
2009,Yao Ming,82,29,0.57,10.7,13.5,20.4,10,22.6,16.3,20.2,170.7,5.7
2009,Randy Livingston,2,6,0.615,17,0,17.6,0,0,0,20.2,0.8,0
2009,Michael Jordan,82,37,0.491,14.4,8,26.5,3,16.7,9.7,20.14,211.2,7
2009,Shareef Abdur-Rahim,81,38.1,0.566,12.9,11.3,22.2,7,17.8,12.5,20.09,197.8,6.6
2009,Peja Stojakovic,72,34,0.6,10.1,7.3,20.2,3,14,8.7,20.04,174.5,5.8
2009,Andrei Kirilenko,80,27.7,0.598,12.8,12.6,18.2,8,14.4,11.5,20.03,157.4,5.2
2009,Jerry Stackhouse,70,39.2,0.528,16.3,10,26,3,8.5,5.6,19.81,190.9,6.4
2009,Richard Hamilton,82,32.2,0.531,10.8,10.4,28.5,4,10.5,7.1,19.76,182.5,6.1
2009,Arvydas Sabonis,78,15.5,0.549,21.8,11.5,18.7,9,24.7,16.7,19.58,81,2.7
2009,Antawn Jamison,82,39.3,0.542,7.8,8.8,22.8,7,12.5,9.5,19.49,192.2,6.4
2009,Gilbert Arenas,82,35,0.54,23.5,13.2,24.8,4,10.6,7.2,19.37,179,6
2009,Zach Randolph,77,16.9,0.555,6,9,20.7,13,18.9,15.9,19.36,76.3,2.5
2009,Zydrunas Ilgauskas,81,30,0.516,7.5,12.5,25.5,11,17.4,14.1,19.31,158.2,5.3
2009,Eddie Jones,47,38.1,0.551,16.5,8.1,21.6,2,12.7,7.3,19.24,116.7,3.9
2009,Matt Harpring,78,32.8,0.588,9.1,11,21.9,9,14.8,12.2,19.05,163.2,5.4
2009,Jamal Mashburn,82,40.5,0.507,18.9,9.4,26.1,2,15.3,8.7,18.93,209,7
2009,Jason Terry,81,38,0.549,28.3,11.8,22.3,1,8.6,5.2,18.92,182.2,6.1
2009,Bobby Jackson,59,28.4,0.561,16.8,9.8,22,4,9.8,7,18.92,99.1,3.3
2009,Allan Houston,82,37.9,0.563,10.8,8.7,24.4,1,7.9,4.4,18.84,193.4,6.4
2009,Brad Miller,73,31.1,0.579,17,10.4,17.6,9,20.2,14.9,18.8,138.9,4.6
2009,Reggie Slater,26,5.4,0.58,4.8,10.9,22.5,15,10.2,12.5,18.78,8.4,0.3
2009,Rasheed Wallace,74,36.3,0.552,10.2,9.3,21.3,5,19.6,12.3,18.44,157.1,5.2
2009,Toni Kukoc,63,27,0.551,22.7,12,20.4,5,13.7,9.1,18.35,99.9,3.3
2009,Michael Finley,69,38.3,0.514,12.7,7.1,22,4,12.3,8.4,18.34,154.6,5.2
2009,Mike Bibby,55,33.4,0.559,23.9,10.6,20.9,2,6.3,4.3,18.24,99.1,3.3
2009,Earl Boykins,68,19.4,0.543,26.1,8.6,20.3,3,4.2,3.5,18.24,71.3,2.4
2009,Kerry Kittles,65,30,0.55,17.1,5.5,17.9,3,11.7,7.4,18.09,110.6,3.7
2009,Jon Barry,80,18.4,0.593,27.3,10.7,17.6,3,12,7.2,18.04,82.9,2.8
2009,Marcus Fizer,38,21.3,0.503,8.8,10.4,24.8,11,18.3,14.8,18.04,43.7,1.5
2009,Donyell Marshall,78,30.5,0.513,10.6,10.5,19.6,11,21.3,16.2,17.86,112.9,3.8
2009,Wally Szczerbiak,52,35.3,0.567,13.2,8.5,20.2,3,11.3,7.4,17.84,100.6,3.4
2009,Jason Williams,76,31.7,0.501,36.8,9.8,21.1,1,8.6,5,17.83,122.6,4.1
2009,Corey Maggette,64,31.3,0.564,10.1,12,22.6,4,13.8,9.1,17.79,109.2,3.6
2009,Tierre Brown,15,11.2,0.499,30.9,17.4,23.1,5,15,10,17.71,8.4,0.3
2009,Glenn Robinson,69,37.6,0.519,11.2,13.5,26.2,4,15.7,10,17.57,136.7,4.6
2009,Baron Davis,50,37.8,0.5,24.3,10.6,23.7,3,8.1,5.7,17.51,91.8,3.1
2009,Metta World Peace,69,33.6,0.529,14.6,10.7,20.9,5,12.4,8.8,17.49,120.9,4
2009,Stromile Swift,67,22.1,0.542,6.1,13.4,18.9,9,20.3,14.6,17.49,66,2.2
2009,Danny Manning,13,6.8,0.491,14.4,14.4,20.8,9,14.9,12,17.35,4.4,0.1
2009,Eddy Curry,81,19.4,0.607,4.2,15.7,21,8,16.4,12.4,17.3,78.5,2.6
2009,Zendon Hamilton,3,4,0.51,0,14.5,23.3,9,29.7,19,17.25,0.6,0
2009,Jeff Trepagnier,8,12.1,0.522,10.5,14,21.9,9,10.1,9.6,17.24,4.9,0.2
2009,Mikki Moore,8,5.4,0.517,13.4,8.9,3.3,16.2,5.2,10.6,17.2,1.8,0.1
2009,Tony Parker,82,33.8,0.542,24,11,22.1,1,7.3,4.5,17.17,127.8,4.3
2009,Juwan Howard,77,35.5,0.501,12.7,10.3,24.7,7,18.1,12.5,17.16,115.3,3.8
2009,Keith Van Horn,74,31.6,0.556,7.2,11.5,21.1,8,18.7,13.2,17.15,98.5,3.3
2009,Derek Anderson,76,33.6,0.556,23.2,9.1,18.9,3,10,6.2,17.11,126.1,4.2
2009,Alvin Williams,78,33.8,0.508,26.8,8.2,19.6,2,8.6,5.3,17.1,120.1,4
2009,Shawn Bradley,81,21.4,0.601,9.4,11.7,12.2,10,20.7,15.1,16.97,82.3,2.7
2009,Carlos Boozer,81,25.3,0.577,11.6,11.3,15.9,11,22.7,16.6,16.97,83.7,2.8
2009,Rashard Lewis,77,39.5,0.537,8.4,9.1,20.2,6,13.8,9.7,16.95,123.8,4.1
2009,Ricky Davis,79,39.6,0.485,18.3,11.6,25.9,3,10.7,7,16.94,150.5,5
2009,Kenyon Martin,77,34.1,0.511,11.3,11.8,22.8,7,20.7,13.9,16.83,104.5,3.5
2009,Maceo Baston,16,6.6,0.661,0,16.5,13.9,4,21.3,12.4,16.81,5,0.2
2009,David Robinson,64,26.2,0.531,9.3,12.6,14.9,12,22.8,17.6,16.74,76.8,2.6
2009,P.J. Brown,78,33.4,0.592,15.5,10.3,13.2,11,20.7,15.6,16.73,101.8,3.4
2009,Nick Van Exel,73,27.8,0.51,23.5,9.3,21.8,2,9.4,5.7,16.7,86.1,2.9
2009,Ruben Boumtje Boumtje,2,2.5,0,50,0,10.9,24,0,12.1,16.51,0.2,0
2009,Kurt Thomas,81,31.8,0.511,11.5,9.8,20.2,7,22.2,14.5,16.46,95.4,3.2
2009,Richard Jefferson,80,36,0.563,13.8,10.7,18.3,6,14.4,10.2,16.44,127.7,4.3
2009,Marcus Camby,29,21.2,0.444,14.6,8.4,19,14,26.4,19.7,16.28,26.1,0.9
2009,Eric Piatkowski,62,21.9,0.601,11.2,9,16.9,4,9.3,6.5,16.23,58.1,1.9
2009,Troy Hudson,79,32.9,0.531,26.7,10.8,21.1,2,6,4,16.19,100.6,3.4
2009,Reggie Miller,70,30.2,0.597,17.5,6.8,16.2,1,7.8,4.6,16.17,89.5,3
2009,Bonzi Wells,75,31.9,0.505,15.5,13.5,24.2,5,14.9,9.9,16.15,100.9,3.4
2009,Charlie Ward,66,22.2,0.54,36.5,11.3,17.4,2,12.4,7.1,16.06,55.4,1.8
2009,Austin Croshere,49,12.9,0.53,17.4,8.7,17.9,7,19.9,13.7,16.04,21.4,0.7
2009,Corliss Williamson,82,25.1,0.515,8.8,10.6,22.8,8,12.3,10.3,16.04,69.8,2.3
2009,Rod Strickland,47,20.3,0.492,34.9,12.3,19.6,2,8.7,5.6,16.01,35.7,1.2
2009,Jamal Crawford,80,24.9,0.496,25.1,10.1,21.7,1,9,5.1,15.99,81.6,2.7
2009,Jalen Rose,82,40.9,0.508,16,11.5,25.6,2,9.2,5.8,15.94,136,4.5
2009,Malik Rose,79,24.5,0.538,11.7,16.1,20.4,9,20.5,15.2,15.9,63.4,2.1
2009,Speedy Claxton,30,15.7,0.509,26.8,12.5,19.8,6,8,6.9,15.89,17.2,0.6
2009,Amar'e Stoudemire,82,31.3,0.53,6,14.4,19.4,11,20.9,15.9,15.83,100.3,3.3
2009,Larry Hughes,67,31.9,0.521,17.6,11.7,19.8,4,13.4,8.5,15.82,84.9,2.8
2009,Raef LaFrentz,69,23.3,0.578,8.3,7,15.1,9,14,11.3,15.79,62.3,2.1
2009,Brent Barry,75,33.1,0.597,32.7,12.1,15.3,2,12.2,7.1,15.77,97.6,3.3
2009,David Wesley,73,37.1,0.533,16.5,8.7,20.3,2,5.9,3.8,15.74,105.9,3.5
2009,Andre Miller,80,36.4,0.495,29.1,11.2,20.3,3,9,6.1,15.65,101.1,3.4
2009,Gary Trent,80,15.3,0.549,13.5,10.4,16.8,10,16.7,13.5,15.63,37.6,1.3
2009,Ben Wallace,73,39.4,0.486,16.5,12.1,9.5,12,34.9,23.2,15.62,88.4,2.9
2009,Eric Snow,82,37.9,0.546,31.9,11.4,17.2,3,8.8,5.7,15.61,107,3.6
2009,Antoine Walker,78,41.5,0.467,16.1,11.2,25.6,3,16.7,9.9,15.57,98.2,3.3
2009,Christian Laettner,76,29.1,0.545,26.1,9.7,13.9,6,20.8,13.4,15.5,66.2,2.2
2009,Jason Richardson,82,32.9,0.501,14.5,10.5,22,4,10.4,7.5,15.5,100.7,3.4
2009,Caron Butler,78,36.6,0.502,13.3,12,21.2,5,10.9,8,15.46,105.9,3.5
2009,Desmond Mason,80,34.5,0.502,11.5,8.1,19.4,6.5,15.9,11.1,15.4,101.1,3.4
2009,Troy Murphy,79,31.8,0.526,9.7,10.2,15.7,10,24.3,17.1,15.38,72.8,2.4
2009,Mark Strickland,4,3.3,0.4,0,16.7,18.2,42,17,29.7,15.36,0.4,0
2009,Scottie Pippen,64,29.9,0.52,25.7,14.8,19.6,4,14,8.8,15.36,69.3,2.3
2009,Tim Hardaway,10,12.7,0.483,28,12.8,21.8,1,12.1,6.6,15.36,4.3,0.1
2009,Vlade Divac,80,29.8,0.519,23,12.8,16.1,7,17.8,12.9,15.25,82.6,2.8
2009,Mike Miller,65,33.6,0.537,13.8,10.1,19.7,2.4,15.7,8.9,15.23,77.1,2.6
2009,Cuttino Mobley,73,41.7,0.537,13.3,10.6,19.2,3,8.6,5.7,15.21,107.1,3.6
2009,Drew Gooden,70,26.8,0.503,7.5,13.6,20.7,9.9,17.6,13.7,15.21,51.8,1.7
2009,Oscar Torres,17,6.4,0.592,5.4,14.3,19,3,8.7,5.9,15.19,3.6,0.1
2009,Latrell Sprewell,74,38.6,0.497,19.2,10,21.1,2,10.1,5.9,15.18,99.9,3.3
2009,Voshon Lenard,63,30.6,0.502,12.6,9,22,3,10.1,6.3,15.17,67.2,2.2
2009,Eddie Griffin,77,24.5,0.462,9.8,8.6,17.9,9,19.2,14.1,15.13,51.2,1.7
2009,Tyson Chandler,75,24.4,0.565,9.2,16.4,16.5,10,20.6,15.5,15.11,61.5,2
2009,Lee Nailon,38,10.7,0.494,9.6,11.8,25.1,9,11.3,10.1,15.06,13.8,0.5
2009,Etan Thomas,38,13.5,0.55,1.5,16.4,16,16,22,19,15.01,16.9,0.6
2009,Erick Dampier,82,24.1,0.543,7.3,14.2,14.6,13,15.7,14.6,14.96,64.3,2.1
2009,Rafer Alston,47,20.9,0.51,30.2,13.5,21.1,2,10.4,6.2,14.89,28.4,0.9
2009,Lamar Odom,49,34.3,0.519,17.7,13.9,21,4,17.9,11,14.88,42.4,1.4
2009,Jerome Williams,71,33,0.525,11.2,11.5,13.6,11,21.2,15.8,14.84,58.4,1.9
2009,Brian Grant,82,32.2,0.552,10.4,12.9,14.6,10,26.8,18.3,14.83,65.5,2.2
2009,Stephen  Jackson,80,28.2,0.526,14.6,14,20.4,4,10.8,7.4,14.73,71.2,2.4
2009,Tim Thomas,80,29.5,0.527,8.2,10.7,20.2,5,14.6,9.7,14.71,56.5,1.9
2009,Jamaal Magloire,82,29.8,0.541,8.6,15.5,16,12,22.3,17.2,14.7,74.7,2.5
2009,Derrick Coleman,64,27.2,0.525,11.5,12.7,16,10,20.5,15.2,14.69,41.4,1.4
2009,Antonio Davis,53,35.7,0.483,12.9,11.6,19.8,8,19.3,13.1,14.68,44.9,1.5
2009,Doug Christie,80,33.9,0.59,32.6,12.5,12.7,3,10.6,6.8,14.67,84.3,2.8
2009,Carlos Arroyo,44,6.5,0.51,26.3,14.9,23.6,5,6.1,5.5,14.59,7.7,0.3
2009,Darrell Armstrong,82,28.7,0.53,26.7,13.2,16.5,4,10.2,7.2,14.58,62.8,2.1
2009,Marko Jaric,66,20.9,0.498,24.5,13.1,19,3,10.2,6.6,14.56,36.6,1.2
2009,Earl Watson,79,17.3,0.505,30.3,11.9,17,4,9.6,6.8,14.52,35.9,1.2
2009,Manu Ginobili,69,20.7,0.556,19.4,14.1,17.5,4,8.8,6.5,14.48,42.5,1.4
2009,Nene ,80,28.2,0.545,13.6,16.5,17.7,10,15.3,12.7,14.48,50.2,1.7
2009,Howard Eisley,82,27.4,0.552,35,11.8,17.4,1,8.7,4.9,14.47,58.1,1.9
2009,Bob Sura,55,20.5,0.51,27.1,12.6,18.2,6,10.2,7.9,14.46,29.2,1
2009,Rasho Nesterovic,77,30.4,0.536,11.2,9.7,15.9,7,16.9,12.2,14.44,66.9,2.2
2009,Mehmet Okur,72,19,0.514,11.5,10.7,17.6,10,19.2,14.5,14.43,29.9,1
2009,Jason Collier,13,8,0.488,2.5,5,15.5,14,18.4,16.1,14.41,3,0.1
2009,Kenny Thomas,66,30,0.517,12.8,13.3,18.4,10.9,20.4,15.6,14.4,42.8,1.4
2009,Ruben Patterson,78,21.2,0.53,12.2,14.1,18.8,9,10.5,9.6,14.36,47.7,1.6
2009,Shane Battier,78,30.6,0.597,13,8.4,12.1,6,10.1,8.1,14.35,68.5,2.3
2009,Brian Skinner,77,17.9,0.574,3.9,12.8,13.6,11,19.9,15.6,14.24,28.2,0.9
2009,Lorenzen Wright,70,28.3,0.489,8,11,18.9,10,20,15,14.21,40.1,1.3
2009,Todd MacCulloch,42,19.3,0.548,6.1,10.7,15.4,9,19.1,14.2,14.12,21.3,0.7
2009,Robert Traylor,69,12.3,0.486,13.2,14,16.5,15,21.3,17.9,14.1,16.5,0.5
2009,Tony Battie,67,25.1,0.578,9.5,9.3,11.6,10,19.7,14.6,14.07,32.3,1.1
2009,Kelvin Cato,73,17.1,0.535,5.2,14.5,12.3,12,26.7,19.8,14.07,32.3,1.1
2009,Eduardo Najera,48,23,0.59,13.8,6.7,11.1,9,13.3,11.1,14.02,20.7,0.7
2009,Erick Strickland,71,18,0.547,28.8,13.5,18.3,2,10.5,6.4,13.94,28,0.9
2009,Lucious Harris,77,25.6,0.494,15,6.9,18.6,4,9.8,6.7,13.93,50.5,1.7
2009,Kenny Anderson,61,18.6,0.457,29.1,11,20.7,3.2,10.6,6.8,13.92,24.7,0.8
2009,Adonal Foyle,82,21.8,0.563,7.4,14.6,10.2,11,18.5,14.6,13.92,44.3,1.5
2009,Kevin Ollie,82,23.1,0.514,33,8.2,14,1.5,9.8,5.6,13.89,41,1.4
2009,Wesley Person,66,29.4,0.565,13.8,6.9,14.9,1,9.6,5.6,13.86,48.7,1.6
2009,Brian Cardinal,5,3,0.41,14.5,14.5,17.1,24,15.8,19.7,13.85,0.3,0
2009,Elden Campbell,56,15.5,0.483,11.2,11,20.9,6.2,18.2,12.1,13.81,20.8,0.7
2009,Robert Pack,28,15.7,0.473,29.5,14.6,20.3,3,10.7,6.7,13.8,9.2,0.3
2009,Dion Glover,76,24.9,0.512,14.6,11.2,18.5,4,12.8,8.5,13.79,46.4,1.5
2009,Tony Delk,67,28,0.547,18,8.5,15.3,2,11.9,7,13.79,38.9,1.3
2009,Joe Smith,54,20.7,0.524,8.1,9.2,15.6,12,15.7,13.7,13.67,18.1,0.6
2009,Zeljko Rebraca,30,16.3,0.596,4.4,14.2,17.1,6,16,11.2,13.65,11.1,0.4
2009,Jahidi White,16,14.4,0.523,2.7,12,13.2,19,18.6,18.8,13.64,5.2,0.2
2009,Jerome Moiso,51,12.6,0.542,8.6,17.9,15.3,11,21.7,16.1,13.62,14.5,0.5
2009,Clarence Weatherspoon,79,25.6,0.522,10.8,10,11.6,12,22.8,17.4,13.58,31.4,1
2009,Jamaal Tinsley,73,30.6,0.468,40.7,14.3,17.4,3,9.9,6.5,13.53,42.3,1.4
2009,James Posey,83,30.3,0.519,15.5,12.1,21.2,4.1,15.4,9.8,13.53,56.9,1.9
2009,Aaron McKie,80,29.7,0.497,25,9.8,15.5,3,14.5,8.7,13.52,53.6,1.8
2009,Shandon Anderson,82,21.1,0.553,10.6,13.9,17.7,4,13.2,8.6,13.52,39,1.3
2009,Dale Davis,78,29.3,0.566,13.9,10.5,11,12,17.5,14.9,13.5,34,1.1
2009,Scot Pollard,23,14.1,0.497,4.8,12,14.2,16,18.8,17.5,13.49,7,0.2
2009,Rick Brunson,17,11.5,0.543,33.2,15.7,16.7,2,8.3,5.4,13.45,3.6,0.1
2009,Kwame Brown,80,22.2,0.496,7.6,14.4,16.9,9,19.9,14.2,13.4,37,1.2
2009,Tyronn Lue,75,26.5,0.523,27.4,8,16.3,1,7.6,4.4,13.34,34.7,1.2
2009,Vladimir Radmanovic,72,26.5,0.508,10.7,11,18.3,5,15.5,10,13.32,40.2,1.3
2009,Marc Jackson,77,13.5,0.508,7.2,11.6,18.5,10,14.7,12.2,13.32,14.1,0.5
2009,Jamison Brewer,10,8,0.525,40,13.3,16.4,7,5.5,6.3,13.29,1.4,0
2009,Penny Hardaway,58,30.6,0.499,23.6,14.6,18.8,4,12.3,8.2,13.26,36.5,1.2
2009,J.R. Bremer,64,23.5,0.515,22.3,8,16.7,1,9.8,5.5,13.2,24.7,0.8
2009,Antonio Daniels,67,13,0.572,25.3,9.5,13.1,2,8.4,5,13.16,14.1,0.5
2009,Morris Peterson,82,36,0.488,12.6,8.5,18.9,4,10.7,7,13.13,57.8,1.9
2009,Chris Andersen,59,15.4,0.44,7.3,13.7,18.4,13,22.3,17.6,13.12,11,0.4
2009,Jonathan Bender,46,17.8,0.521,11.2,11.2,16.8,6,12.2,9.1,13.1,15.9,0.5
2009,Avery Johnson,48,9,0.467,24.6,11.1,19.9,3,5.4,4,13.09,6.7,0.2
2009,Keon Clark,80,22.3,0.528,11.7,13.8,13.5,9,17.9,13.6,13.08,21,0.7
2009,Horace Grant,5,17,0.52,21.2,3,13,3,8.3,5.4,12.96,1.5,0
2009,Theo Ratliff,81,31.1,0.512,8.1,15.2,13.5,7,19.7,13.7,12.96,44.3,1.5
2009,Quentin Richardson,59,23.2,0.46,7.3,8.9,19.8,8,15.1,11.6,12.93,24.8,0.8
2009,Chris Mills,21,12.5,0.443,15.1,6.9,19.3,8,12.5,10.2,12.9,4.7,0.2
2009,Eddie House,55,18.6,0.447,14.7,7.8,21.7,2,9.7,5.7,12.84,17.9,0.6
2009,Jay Williams,75,26.1,0.472,27.4,13.4,20.7,2,9.3,5.5,12.8,29.2,1
2009,Predrag Drobnjak,82,24.2,0.459,8.7,6.6,19.4,6,12.6,9.5,12.77,32.2,1.1
2009,Eric Williams,82,28.7,0.538,15.1,10.4,14.3,7,11.8,9.2,12.77,22.3,0.7
2009,Cherokee Parks,30,21.6,0.523,9.6,8.2,12.6,8,14.9,11.5,12.76,6.1,0.2
2009,Mamadou N'diaye,22,16.5,0.514,4.8,14.5,15.6,9,17.3,12.8,12.76,5.9,0.2
2009,Clifford Robinson,81,34.9,0.477,18.3,10.8,19.2,3,10.1,6.7,12.76,26.5,0.9
2009,Gordan Giricek,76,28.3,0.529,11.8,12.4,17.5,1.9,10.7,6.3,12.75,36.1,1.2
2009,Vladimir Stepania,79,20.2,0.454,4.1,11.9,14.7,15,25.6,20.1,12.74,25.5,0.9
2009,Mike Dunleavy,82,15.9,0.505,16.2,13.2,17.2,5,11.9,8.7,12.73,21.8,0.7
2009,Shammond Williams,78,24.1,0.503,26.5,11.4,16,1.4,9.3,5.2,12.67,23.5,0.8
2009,Mark Jackson,82,17.9,0.473,40.3,16.3,18.9,3,11.3,7.3,12.62,17.8,0.6
2009,Jim Jackson,63,20.8,0.501,17.2,11.7,17.7,7,13.8,10.7,12.62,20.7,0.7
2009,Chris Mihm,52,15.6,0.462,6.8,11.7,18.7,13,19.5,16,12.61,12.1,0.4
2009,Damon Stoudamire,59,22.3,0.46,27.9,11.2,18.4,4,10.6,7.1,12.6,15.7,0.5
2009,Sean Lampley,35,13.9,0.512,14,11.3,17.1,6,13.9,9.8,12.58,7.5,0.3
2009,Al Harrington,82,30.1,0.493,9.6,12.5,19.7,7,15.7,11.6,12.54,19.2,0.6
2009,Bobby Simmons,36,10.5,0.471,12.9,5.1,15.5,10,13.8,12,12.52,5.7,0.2
2009,Brendan Haywood,81,23.8,0.561,5.4,12,11.2,12,13,12.4,12.51,27.6,0.9
2009,Steven Hunter,33,13.5,0.531,4.2,10.5,12.2,9,14.5,11.9,12.41,3,0.1
2009,Mike James,78,22.1,0.469,24.6,10.8,20.2,2,8.5,5,12.39,17.9,0.6
2009,Gerald Wallace,47,12.1,0.51,8.1,15.6,17.9,8,16,12,12.37,8,0.3
2009,Glen Rice,62,24.7,0.563,10.6,9,15.3,2,9.3,5.8,12.33,20.9,0.7
2009,Mike Batiste,75,16.6,0.476,8.3,11,18.6,7,15.6,11.6,12.3,14,0.5
2009,Jumaine Jones,80,27.6,0.525,11.6,11.1,15.6,5,15.5,10.3,12.29,29.4,1
2009,Monty Williams,21,13.1,0.489,19,12.4,17.3,5,14.3,9.6,12.25,3.6,0.1
2009,Jerome James,51,15,0.506,7.2,20,19.2,12,21.5,16.6,12.24,9.4,0.3
2009,George Lynch,81,18.5,0.464,19,9.5,13,11,16.8,13.7,12.21,19,0.6
2009,Steve Smith,53,19.5,0.528,15.4,9.5,16,2,8.4,5.6,12.19,13,0.4
2009,Michael Bradley,67,19.6,0.492,13.8,15.6,13.6,13,22.4,17.7,12.19,6.7,0.2
2009,Hedo Turkoglu,67,17.5,0.509,15.1,8.7,16.8,3,13.3,8.6,12.18,14.7,0.5
2009,Chris Wilcox,46,10.4,0.528,10,12.4,16.2,8,16.9,12.3,12.16,2.4,0.1
2009,ZhiZhi Wang,41,10,0.485,4.4,13.6,21.4,7,13.9,10.6,12.15,4.8,0.2
2009,Scott Padgett,82,16.1,0.496,13.7,11.2,17.6,8,16.7,12.5,12.15,6.4,0.2
2009,Jelani McCoy,67,20.4,0.507,7.3,16.3,16.6,8,22.6,14.8,12.14,6.5,0.2
2009,Donnell Harvey,77,20.9,0.486,11.7,14.4,19.5,9,21.6,14.8,12.1,7.2,0.2
2009,Joe Johnson,82,27.5,0.472,18,9.2,18.1,3,10.5,6.6,12.1,26.9,0.9
2009,Derek Fisher,82,34.5,0.52,24.4,7.7,14.2,2,8,4.8,12.1,23.1,0.8
2009,Tariq Abdul-Wahad,14,14.6,0.47,23.7,7.9,14.4,8,14,10.8,12.07,2.4,0.1
